protein	RNA	label
YJR091C	YJL039C	1
YJR091C	YJL099W	1
YJR091C	YJL109C	1
YJR091C	YJR091C	1
YJR091C	YJR137C	1
YJR091C	YJR140C	1
YJR091C	YKL010C	1
YJR091C	YKL015W	1
YJR091C	YKL072W	1
YJR091C	YKL091C	1
YJR091C	YKL106W	1
YJR091C	YKL205W	1
YJR091C	YKR082W	1
YJR091C	YLL028W	1
YJR091C	YLL048C	1
YJR091C	YLR022C	1
YJR091C	YLR166C	1
YJR091C	YLR214W	1
YJR091C	YLR237W	1
YJR091C	YLR247C	1
YJR091C	YMR070W	1
YJR091C	YMR102C	1
YJR091C	YMR125W	1
YJR091C	YMR129W	1
YJR091C	YMR212C	1
YJR091C	YMR243C	1
YJR091C	YMR246W	1
YJR091C	YMR247C	1
YJR091C	YMR308C	1
YJR091C	YNL014W	1
YJR091C	YNL027W	1
YJR091C	YNL065W	1
YJR091C	YNL315C	1
YJR091C	YOL011W	1
YJR091C	YOL109W	1
YJR091C	YOR151C	1
YJR091C	YOR160W	1
YJR091C	YPL036W	1
YJR091C	YPL045W	1
YJR091C	YPL125W	1
YJR091C	YPL229W	1
YJR091C	YPR149W	1
YJR091C	YPR156C	1
YJR091C	YPR161C	1
YJR091C	YPR185W	1
YBR233W	YGR035C	1
YBR233W	YIL011W	1
YML117W	YBL102W	1
YML117W	YBR056W-A	1
YML117W	YDL008W	1
YML117W	YDL061C	1
YML117W	YDL159W-A	1
YML117W	YDR077W	1
YML117W	YDR133C	1
YML117W	YDR210W	1
YML117W	YDR441C	1
YML117W	YDR461W	1
YML117W	YDR504C	1
YML117W	YDR519W	1
YML117W	YDR529C	1
YML117W	YEL038W	1
YML117W	YER004W	1
YML117W	YGL032C	1
YML117W	YGR034W	1
YML117W	YGR279C	1
YML117W	YHR133C	1
YML117W	YIL162W	1
YML117W	YJL159W	1
YML117W	YJL196C	1
YML117W	YJR135W-A	1
YML117W	YKL056C	1
YML117W	YKL164C	1
YML117W	YKL176C	1
YML117W	YKL181W	1
YML117W	YKR042W	1
YML117W	YLR155C	1
YML117W	YLR157C	1
YML117W	YLR158C	1
YML117W	YLR160C	1
YML117W	YLR185W	1
YML117W	YLR285C-A	1
YML117W	YLR286C	1
YML117W	YLR344W	1
YML117W	YLR388W	1
YML117W	YMR074C	1
YML117W	YMR292W	1
YML117W	YNL160W	1
YML117W	YNL190W	1
YML117W	YNL244C	1
YML117W	YOL014W	1
YML117W	YOL052C-A	1
YML117W	YOR010C	1
YML117W	YOR182C	1
YML117W	YOR292C	1
YML117W	YOR371C	1
YML117W	YOR383C	1
YML117W	YPR052C	1
YML117W	YPR053C	1
YML117W	YPR094W	1
YLR197W	YAL022C	1
YLR197W	YAL023C	1
YLR197W	YAL040C	1
YLR197W	YAL042W	1
YLR197W	YAL053W	1
YLR197W	YAR042W	1
YLR197W	YAR066W	1
YLR197W	YAR068W	1
YLR197W	YBL011W	1
YLR197W	YBL047C	1
YLR197W	YBL058W	1
YLR197W	YBL082C	1
YLR197W	YBL089W	1
YLR197W	YBL101W-A	1
YLR197W	YBL105C	1
YLR197W	YBL111C	1
YLR197W	YBL112C	1
YLR197W	YBL113C	1
YLR197W	YBR044C	1
YLR197W	YBR059C	1
YLR197W	YBR079C	1
YLR197W	YBR086C	1
YLR197W	YBR098W	1
YLR197W	YBR139W	1
YLR197W	YBR142W	1
YLR197W	YBR162C	1
YLR197W	YBR198C	1
YLR197W	YBR212W	1
YLR197W	YBR216C	1
YLR197W	YBR220C	1
YLR197W	YBR222C	1
YLR197W	YBR229C	1
YLR197W	YBR233W	1
YLR197W	YBR263W	1
YLR197W	YBR281C	1
YLR197W	YBR286W	1
YLR197W	YCL004W	1
YLR197W	YCL008C	1
YLR197W	YCL025C	1
YLR197W	YCL029C	1
YLR197W	YCL030C	1
YLR197W	YCL044C	1
YLR197W	YCL045C	1
YLR197W	YCL063W	1
YLR197W	YCR047C	1
YLR197W	YCR061W	1
YLR197W	YCR084C	1
YLR197W	YCR091W	1
YLR197W	YDL033C	1
YLR197W	YDL039C	1
YLR197W	YDL074C	1
YLR197W	YDL095W	1
YLR197W	YDL122W	1
YLR197W	YDL148C	1
YLR197W	YDR011W	1
YLR197W	YDR036C	1
YLR197W	YDR062W	1
YLR197W	YDR144C	1
YLR197W	YDR176W	1
YLR197W	YDR251W	1
YLR197W	YDR261C	1
YLR197W	YDR270W	1
YLR197W	YDR293C	1
YLR197W	YDR326C	1
YLR197W	YDR348C	1
YLR197W	YDR349C	1
YLR197W	YDR405W	1
YLR197W	YDR422C	1
YLR197W	YDR475C	1
YLR197W	YDR481C	1
YLR197W	YDR508C	1
YLR197W	YDR545W	1
YLR197W	YEL036C	1
YLR197W	YEL040W	1
YLR197W	YEL043W	1
YLR197W	YEL063C	1
YLR197W	YEL074W	1
YLR197W	YEL075C	1
YLR197W	YEL076C	1
YLR197W	YEL076C-A	1
YLR197W	YEL077C	1
YLR197W	YER022W	1
YLR197W	YER041W	1
YLR197W	YER069W	1
YLR197W	YER089C	1
YLR197W	YER123W	1
YLR197W	YER125W	1
YLR197W	YER132C	1
YLR197W	YER144C	1
YLR197W	YER145C	1
YLR197W	YER151C	1
YLR197W	YER154W	1
YLR197W	YER158C	1
YLR197W	YER164W	1
YLR197W	YER169W	1
YLR197W	YER171W	1
YLR197W	YER189W	1
YLR197W	YER190W	1
YLR197W	YFL018C	1
YLR197W	YFL064C	1
YLR197W	YFL065C	1
YLR197W	YFL066C	1
YLR197W	YFR018C	1
YLR197W	YFR028C	1
YLR197W	YFR034C	1
YLR197W	YFR037C	1
YLR197W	YGL008C	1
YLR197W	YGL022W	1
YLR197W	YGL023C	1
YLR197W	YGL028C	1
YLR197W	YGL038C	1
YLR197W	YGL056C	1
YLR197W	YGL071W	1
YLR197W	YGL114W	1
YLR197W	YGL160W	1
YLR197W	YGL193C	1
YLR197W	YGL197W	1
YLR197W	YGL216W	1
YLR197W	YGL228W	1
YLR197W	YGR009C	1
YLR197W	YGR014W	1
YLR197W	YGR054W	1
YLR197W	YGR055W	1
YLR197W	YGR083C	1
YLR197W	YGR202C	1
YLR197W	YGR229C	1
YLR197W	YGR242W	1
YLR197W	YGR249W	1
YLR197W	YGR296W	1
YLR197W	YHL008C	1
YLR197W	YHL020C	1
YLR197W	YHL040C	1
YLR197W	YHL049C	1
YLR197W	YHL050C	1
YLR197W	YHR024C	1
YLR197W	YHR042W	1
YLR197W	YHR058C	1
YLR197W	YHR070W	1
YLR197W	YHR079C	1
YLR197W	YHR091C	1
YLR197W	YHR114W	1
YLR197W	YHR188C	1
YLR197W	YHR205W	1
YLR197W	YHR206W	1
YLR197W	YHR214W	1
YLR197W	YHR214W-A	1
YLR197W	YHR218W	1
YLR197W	YHR219W	1
YLR197W	YIL022W	1
YLR197W	YIL047C	1
YLR197W	YIL056W	1
YLR197W	YIL075C	1
YLR197W	YIL077C	1
YLR197W	YIL121W	1
YLR197W	YIL123W	1
YLR197W	YIL126W	1
YLR197W	YIL134W	1
YLR197W	YIL135C	1
YLR197W	YIL154C	1
YLR197W	YIL173W	1
YLR197W	YIL177C	1
YLR197W	YIR003W	1
YLR197W	YIR015W	1
YLR197W	YJL020C	1
YLR197W	YJL041W	1
YLR197W	YJL047C-A	1
YLR197W	YJL054W	1
YLR197W	YJL061W	1
YLR197W	YJL062W-A	1
YLR197W	YJL076W	1
YLR197W	YJL079C	1
YLR197W	YJL083W	1
YLR197W	YJL100W	1
YLR197W	YJL101C	1
YLR197W	YJL109C	1
YLR197W	YJL154C	1
YLR197W	YJL156C	1
YLR197W	YJL187C	1
YLR197W	YJL225C	1
YLR197W	YJR005W	1
YLR197W	YJR010W	1
YLR197W	YJR021C	1
YLR197W	YJR040W	1
YLR197W	YJR059W	1
YLR197W	YJR060W	1
YLR197W	YJR083C	1
YLR197W	YJR091C	1
YLR197W	YJR126C	1
YLR197W	YJR129C	1
YLR197W	YJR147W	1
YLR197W	YKL038W	1
YLR197W	YKL054C	1
YLR197W	YKL055C	1
YLR197W	YKL081W	1
YLR197W	YKL082C	1
YLR197W	YKL115C	1
YLR197W	YKL191W	1
YLR197W	YKL198C	1
YLR197W	YKR045C	1
YLR197W	YKR072C	1
YLR197W	YKR082W	1
YLR197W	YLL019C	1
YLR197W	YLL031C	1
YLR197W	YLL035W	1
YLR197W	YLL036C	1
YLR197W	YLL038C	1
YLR197W	YLL048C	1
YLR197W	YLL066C	1
YLR197W	YLL067C	1
YLR197W	YLR055C	1
YLR197W	YLR069C	1
YLR197W	YLR077W	1
YLR197W	YLR095C	1
YLR197W	YLR116W	1
YLR197W	YLR117C	1
YLR197W	YLR121C	1
YLR197W	YLR159W	1
YLR197W	YLR256W	1
YLR197W	YLR259C	1
YLR197W	YLR286C	1
YLR197W	YLR347C	1
YLR197W	YLR378C	1
YLR197W	YLR389C	1
YLR197W	YLR410W	1
YLR197W	YLR413W	1
YLR197W	YLR427W	1
YLR197W	YLR430W	1
YLR197W	YLR450W	1
YLR197W	YLR462W	1
YLR197W	YLR463C	1
YLR197W	YLR464W	1
YLR197W	YLR465C	1
YLR197W	YLR466W	1
YLR197W	YLR467W	1
YLR197W	YML031W	1
YLR197W	YML032C	1
YLR197W	YML051W	1
YLR197W	YML056C	1
YLR197W	YML075C	1
YLR197W	YML099C	1
YLR197W	YML117W	1
YLR197W	YML123C	1
YLR197W	YML133C	1
YLR197W	YMR006C	1
YLR197W	YMR008C	1
YLR197W	YMR013W-A	1
YLR197W	YMR058W	1
YLR197W	YMR089C	1
YLR197W	YMR109W	1
YLR197W	YMR119W	1
YLR197W	YMR229C	1
YLR197W	YMR246W	1
YLR197W	YMR275C	1
YLR197W	YMR278W	1
YLR197W	YMR296C	1
YLR197W	YMR301C	1
YLR197W	YMR302C	1
YLR197W	YNL008C	1
YLR197W	YNL121C	1
YLR197W	YNL124W	1
YLR197W	YNL186W	1
YLR197W	YNL199C	1
YLR197W	YNL212W	1
YLR197W	YNL219C	1
YLR197W	YNL239W	1
YLR197W	YNL243W	1
YLR197W	YNL251C	1
YLR197W	YNL267W	1
YLR197W	YNL327W	1
YLR197W	YNL338W	1
YLR197W	YNL339C	1
YLR197W	YNR013C	1
YLR197W	YNR019W	1
YLR197W	YNR051C	1
YLR197W	YOL007C	1
YLR197W	YOL019W	1
YLR197W	YOL027C	1
YLR197W	YOL030W	1
YLR197W	YOL060C	1
YLR197W	YOL067C	1
YLR197W	YOL068C	1
YLR197W	YOL069W	1
YLR197W	YOL070C	1
YLR197W	YOL114C	1
YLR197W	YOL119C	1
YLR197W	YOR010C	1
YLR197W	YOR017W	1
YLR197W	YOR027W	1
YLR197W	YOR033C	1
YLR197W	YOR040W	1
YLR197W	YOR042W	1
YLR197W	YOR058C	1
YLR197W	YOR098C	1
YLR197W	YOR119C	1
YLR197W	YOR132W	1
YLR197W	YOR140W	1
YLR197W	YOR275C	1
YLR197W	YOR321W	1
YLR197W	YOR346W	1
YLR197W	YOR347C	1
YLR197W	YOR374W	1
YLR197W	YOR396W	1
YLR197W	YPL006W	1
YLR197W	YPL012W	1
YLR197W	YPL018W	1
YLR197W	YPL032C	1
YLR197W	YPL055C	1
YLR197W	YPL058C	1
YLR197W	YPL063W	1
YLR197W	YPL085W	1
YLR197W	YPL089C	1
YLR197W	YPL105C	1
YLR197W	YPL128C	1
YLR197W	YPL181W	1
YLR197W	YPL190C	1
YLR197W	YPL204W	1
YLR197W	YPL217C	1
YLR197W	YPL254W	1
YLR197W	YPL255W	1
YLR197W	YPL256C	1
YLR197W	YPL260W	1
YLR197W	YPL263C	1
YLR197W	YPL265W	1
YLR197W	YPL268W	1
YLR197W	YPL269W	1
YLR197W	YPL270W	1
YLR197W	YPL283C	1
YLR197W	YPR019W	1
YLR197W	YPR024W	1
YLR197W	YPR034W	1
YLR197W	YPR075C	1
YLR197W	YPR091C	1
YLR197W	YPR114W	1
YLR197W	YPR138C	1
YLR197W	YPR171W	1
YLR197W	YPR173C	1
YLR197W	YPR174C	1
YLR197W	YPR202W	1
YLR197W	YPR203W	1
YLR197W	YPR204W	1
YGL122C	YAL019W	1
YGL122C	YAL027W	1
YGL122C	YAR042W	1
YGL122C	YBL010C	1
YGL122C	YBL028C	1
YGL122C	YBL052C	1
YGL122C	YBL078C	1
YGL122C	YBL101W-A	1
YGL122C	YBR007C	1
YGL122C	YBR014C	1
YGL122C	YBR039W	1
YGL122C	YBR046C	1
YGL122C	YBR055C	1
YGL122C	YBR057C	1
YGL122C	YBR063C	1
YGL122C	YBR065C	1
YGL122C	YBR066C	1
YGL122C	YBR077C	1
YGL122C	YBR083W	1
YGL122C	YBR088C	1
YGL122C	YBR111W-A	1
YGL122C	YBR112C	1
YGL122C	YBR119W	1
YGL122C	YBR120C	1
YGL122C	YBR130C	1
YGL122C	YBR142W	1
YGL122C	YBR153W	1
YGL122C	YBR154C	1
YGL122C	YBR155W	1
YGL122C	YBR156C	1
YGL122C	YBR158W	1
YGL122C	YBR188C	1
YGL122C	YBR197C	1
YGL122C	YBR204C	1
YGL122C	YBR205W	1
YGL122C	YBR206W	1
YGL122C	YBR215W	1
YGL122C	YBR242W	1
YGL122C	YBR252W	1
YGL122C	YBR253W	1
YGL122C	YBR257W	1
YGL122C	YBR290W	1
YGL122C	YCL004W	1
YGL122C	YCL055W	1
YGL122C	YCL067C	1
YGL122C	YCL068C	1
YGL122C	YCR003W	1
YGL122C	YCR008W	1
YGL122C	YCR009C	1
YGL122C	YCR016W	1
YGL122C	YCR020W-B	1
YGL122C	YCR035C	1
YGL122C	YCR039C	1
YGL122C	YCR063W	1
YGL122C	YCR071C	1
YGL122C	YCR075W-A	1
YGL122C	YCR082W	1
YGL122C	YCR083W	1
YGL122C	YCR091W	1
YGL122C	YCR094W	1
YGL122C	YCR096C	1
YGL122C	YCR097W	1
YGL122C	YDL002C	1
YGL122C	YDL003W	1
YGL122C	YDL005C	1
YGL122C	YDL025C	1
YGL122C	YDL028C	1
YGL122C	YDL031W	1
YGL122C	YDL035C	1
YGL122C	YDL036C	1
YGL122C	YDL044C	1
YGL122C	YDL045W-A	1
YGL122C	YDL047W	1
YGL122C	YDL053C	1
YGL122C	YDL056W	1
YGL122C	YDL070W	1
YGL122C	YDL074C	1
YGL122C	YDL076C	1
YGL122C	YDL088C	1
YGL122C	YDL098C	1
YGL122C	YDL101C	1
YGL122C	YDL105W	1
YGL122C	YDL135C	1
YGL122C	YDL147W	1
YGL122C	YDL148C	1
YGL122C	YDL175C	1
YGL122C	YDL202W	1
YGL122C	YDL203C	1
YGL122C	YDL208W	1
YGL122C	YDL213C	1
YGL122C	YDL235C	1
YGL122C	YDL241W	1
YGL122C	YDR049W	1
YGL122C	YDR052C	1
YGL122C	YDR054C	1
YGL122C	YDR065W	1
YGL122C	YDR068W	1
YGL122C	YDR071C	1
YGL122C	YDR079W	1
YGL122C	YDR084C	1
YGL122C	YDR085C	1
YGL122C	YDR086C	1
YGL122C	YDR088C	1
YGL122C	YDR096W	1
YGL122C	YDR110W	1
YGL122C	YDR113C	1
YGL122C	YDR116C	1
YGL122C	YDR132C	1
YGL122C	YDR145W	1
YGL122C	YDR146C	1
YGL122C	YDR147W	1
YGL122C	YDR151C	1
YGL122C	YDR161W	1
YGL122C	YDR163W	1
YGL122C	YDR164C	1
YGL122C	YDR165W	1
YGL122C	YDR171W	1
YGL122C	YDR174W	1
YGL122C	YDR176W	1
YGL122C	YDR181C	1
YGL122C	YDR194C	1
YGL122C	YDR195W	1
YGL122C	YDR196C	1
YGL122C	YDR200C	1
YGL122C	YDR207C	1
YGL122C	YDR219C	1
YGL122C	YDR228C	1
YGL122C	YDR235W	1
YGL122C	YDR266C	1
YGL122C	YDR295C	1
YGL122C	YDR311W	1
YGL122C	YDR314C	1
YGL122C	YDR315C	1
YGL122C	YDR329C	1
YGL122C	YDR332W	1
YGL122C	YDR347W	1
YGL122C	YDR348C	1
YGL122C	YDR356W	1
YGL122C	YDR357C	1
YGL122C	YDR358W	1
YGL122C	YDR359C	1
YGL122C	YDR363W	1
YGL122C	YDR365C	1
YGL122C	YDR375C	1
YGL122C	YDR379W	1
YGL122C	YDR381W	1
YGL122C	YDR393W	1
YGL122C	YDR423C	1
YGL122C	YDR439W	1
YGL122C	YDR444W	1
YGL122C	YDR448W	1
YGL122C	YDR464W	1
YGL122C	YDR466W	1
YGL122C	YDR469W	1
YGL122C	YDR475C	1
YGL122C	YDR477W	1
YGL122C	YDR478W	1
YGL122C	YDR485C	1
YGL122C	YDR486C	1
YGL122C	YDR494W	1
YGL122C	YDR496C	1
YGL122C	YDR498C	1
YGL122C	YDR527W	1
YGL122C	YDR529C	1
YGL122C	YDR532C	1
YGL122C	YEL003W	1
YGL122C	YEL005C	1
YGL122C	YEL006W	1
YGL122C	YEL056W	1
YGL122C	YEL061C	1
YGL122C	YER010C	1
YGL122C	YER020W	1
YGL122C	YER022W	1
YGL122C	YER027C	1
YGL122C	YER037W	1
YGL122C	YER050C	1
YGL122C	YER051W	1
YGL122C	YER059W	1
YGL122C	YER063W	1
YGL122C	YER064C	1
YGL122C	YER071C	1
YGL122C	YER079W	1
YGL122C	YER082C	1
YGL122C	YER087W	1
YGL122C	YER127W	1
YGL122C	YER129W	1
YGL122C	YER132C	1
YGL122C	YER138W-A	1
YGL122C	YER144C	1
YGL122C	YER146W	1
YGL122C	YER148W	1
YGL122C	YER149C	1
YGL122C	YER159C	1
YGL122C	YER161C	1
YGL122C	YER164W	1
YGL122C	YER167W	1
YGL122C	YER170W	1
YGL122C	YER173W	1
YGL122C	YER182W	1
YGL122C	YFL002C	1
YGL122C	YFL008W	1
YGL122C	YFL024C	1
YGL122C	YFL048C	1
YGL122C	YFL049W	1
YGL122C	YFR001W	1
YGL122C	YFR032C-A	1
YGL122C	YFR038W	1
YGL122C	YFR041C	1
YGL122C	YFR046C	1
YGL122C	YGL006W-A	1
YGL122C	YGL029W	1
YGL122C	YGL039W	1
YGL122C	YGL043W	1
YGL122C	YGL049C	1
YGL122C	YGL053W	1
YGL122C	YGL064C	1
YGL122C	YGL066W	1
YGL122C	YGL079W	1
YGL122C	YGL080W	1
YGL122C	YGL086W	1
YGL122C	YGL095C	1
YGL122C	YGL096W	1
YGL122C	YGL098W	1
YGL122C	YGL099W	1
YGL122C	YGL108C	1
YGL122C	YGL113W	1
YGL122C	YGL136C	1
YGL122C	YGL148W	1
YGL122C	YGL153W	1
YGL122C	YGL157W	1
YGL122C	YGL175C	1
YGL122C	YGL191W	1
YGL122C	YGL197W	1
YGL122C	YGL208W	1
YGL122C	YGL209W	1
YGL122C	YGL211W	1
YGL122C	YGL212W	1
YGL122C	YGL216W	1
YGL122C	YGL219C	1
YGL122C	YGL222C	1
YGL122C	YGL243W	1
YGL122C	YGL248W	1
YGL122C	YGL252C	1
YGL122C	YGR002C	1
YGL122C	YGR006W	1
YGL122C	YGR021W	1
YGL122C	YGR025W	1
YGL122C	YGR026W	1
YGL122C	YGR028W	1
YGL122C	YGR033C	1
YGL122C	YGR035C	1
YGL122C	YGR042W	1
YGL122C	YGR044C	1
YGL122C	YGR045C	1
YGL122C	YGR072W	1
YGL122C	YGR083C	1
YGL122C	YGR084C	1
YGL122C	YGR093W	1
YGL122C	YGR102C	1
YGL122C	YGR113W	1
YGL122C	YGR126W	1
YGL122C	YGR129W	1
YGL122C	YGR130C	1
YGL122C	YGR142W	1
YGL122C	YGR148C	1
YGL122C	YGR150C	1
YGL122C	YGR167W	1
YGL122C	YGR169C-A	1
YGL122C	YGR183C	1
YGL122C	YGR185C	1
YGL122C	YGR186W	1
YGL122C	YGR193C	1
YGL122C	YGR194C	1
YGL122C	YGR206W	1
YGL122C	YGR215W	1
YGL122C	YGR222W	1
YGL122C	YGR229C	1
YGL122C	YGR237C	1
YGL122C	YGR238C	1
YGL122C	YGR267C	1
YGL122C	YGR268C	1
YGL122C	YGR270W	1
YGL122C	YGR271C-A	1
YGL122C	YGR280C	1
YGL122C	YGR283C	1
YGL122C	YHL007C	1
YGL122C	YHL008C	1
YGL122C	YHL038C	1
YGL122C	YHR001W	1
YGL122C	YHR002W	1
YGL122C	YHR004C	1
YGL122C	YHR006W	1
YGL122C	YHR010W	1
YGL122C	YHR053C	1
YGL122C	YHR054C	1
YGL122C	YHR055C	1
YGL122C	YHR060W	1
YGL122C	YHR066W	1
YGL122C	YHR067W	1
YGL122C	YHR071W	1
YGL122C	YHR076W	1
YGL122C	YHR082C	1
YGL122C	YHR084W	1
YGL122C	YHR085W	1
YGL122C	YHR090C	1
YGL122C	YHR091C	1
YGL122C	YHR097C	1
YGL122C	YHR135C	1
YGL122C	YHR143W-A	1
YGL122C	YHR146W	1
YGL122C	YHR154W	1
YGL122C	YHR158C	1
YGL122C	YHR162W	1
YGL122C	YHR195W	1
YGL122C	YIL002C	1
YGL122C	YIL002W-A	1
YGL122C	YIL005W	1
YGL122C	YIL009W	1
YGL122C	YIL019W	1
YGL122C	YIL027C	1
YGL122C	YIL038C	1
YGL122C	YIL045W	1
YGL122C	YIL063C	1
YGL122C	YIL077C	1
YGL122C	YIL084C	1
YGL122C	YIL096C	1
YGL122C	YIL112W	1
YGL122C	YIL115C	1
YGL122C	YIL118W	1
YGL122C	YIL119C	1
YGL122C	YIL126W	1
YGL122C	YIL127C	1
YGL122C	YIL130W	1
YGL122C	YIL144W	1
YGL122C	YIL149C	1
YGL122C	YIL152W	1
YGL122C	YIL161W	1
YGL122C	YIR001C	1
YGL122C	YIR009W	1
YGL122C	YIR010W	1
YGL122C	YIR018W	1
YGL122C	YJL013C	1
YGL122C	YJL023C	1
YGL122C	YJL029C	1
YGL122C	YJL030W	1
YGL122C	YJL036W	1
YGL122C	YJL076W	1
YGL122C	YJL092W	1
YGL122C	YJL096W	1
YGL122C	YJL110C	1
YGL122C	YJL122W	1
YGL122C	YJL124C	1
YGL122C	YJL127C-B	1
YGL122C	YJL128C	1
YGL122C	YJL131C	1
YGL122C	YJL140W	1
YGL122C	YJL165C	1
YGL122C	YJL180C	1
YGL122C	YJL189W	1
YGL122C	YJL192C	1
YGL122C	YJL208C	1
YGL122C	YJR003C	1
YGL122C	YJR034W	1
YGL122C	YJR049C	1
YGL122C	YJR056C	1
YGL122C	YJR059W	1
YGL122C	YJR060W	1
YGL122C	YJR063W	1
YGL122C	YJR068W	1
YGL122C	YJR075W	1
YGL122C	YJR080C	1
YGL122C	YJR082C	1
YGL122C	YJR083C	1
YGL122C	YJR122W	1
YGL122C	YJR129C	1
YGL122C	YJR134C	1
YGL122C	YKL003C	1
YGL122C	YKL012W	1
YGL122C	YKL028W	1
YGL122C	YKL063C	1
YGL122C	YKL065C	1
YGL122C	YKL079W	1
YGL122C	YKL082C	1
YGL122C	YKL095W	1
YGL122C	YKL099C	1
YGL122C	YKL101W	1
YGL122C	YKL105C	1
YGL122C	YKL109W	1
YGL122C	YKL120W	1
YGL122C	YKL122C	1
YGL122C	YKL129C	1
YGL122C	YKL137W	1
YGL122C	YKL138C	1
YGL122C	YKL139W	1
YGL122C	YKL186C	1
YGL122C	YKL193C	1
YGL122C	YKL195W	1
YGL122C	YKL201C	1
YGL122C	YKL209C	1
YGL122C	YKR009C	1
YGL122C	YKR010C	1
YGL122C	YKR011C	1
YGL122C	YKR016W	1
YGL122C	YKR020W	1
YGL122C	YKR022C	1
YGL122C	YKR023W	1
YGL122C	YKR029C	1
YGL122C	YKR083C	1
YGL122C	YKR092C	1
YGL122C	YKR095W	1
YGL122C	YKR095W-A	1
YGL122C	YLL011W	1
YGL122C	YLR003C	1
YGL122C	YLR006C	1
YGL122C	YLR052W	1
YGL122C	YLR077W	1
YGL122C	YLR078C	1
YGL122C	YLR091W	1
YGL122C	YLR094C	1
YGL122C	YLR095C	1
YGL122C	YLR099C	1
YGL122C	YLR104W	1
YGL122C	YLR105C	1
YGL122C	YLR106C	1
YGL122C	YLR114C	1
YGL122C	YLR115W	1
YGL122C	YLR116W	1
YGL122C	YLR119W	1
YGL122C	YLR135W	1
YGL122C	YLR170C	1
YGL122C	YLR192C	1
YGL122C	YLR193C	1
YGL122C	YLR197W	1
YGL122C	YLR200W	1
YGL122C	YLR223C	1
YGL122C	YLR226W	1
YGL122C	YLR248W	1
YGL122C	YLR254C	1
YGL122C	YLR262C-A	1
YGL122C	YLR265C	1
YGL122C	YLR271W	1
YGL122C	YLR287C-A	1
YGL122C	YLR290C	1
YGL122C	YLR298C	1
YGL122C	YLR312W-A	1
YGL122C	YLR314C	1
YGL122C	YLR335W	1
YGL122C	YLR360W	1
YGL122C	YLR404W	1
YGL122C	YLR412W	1
YGL122C	YLR414C	1
YGL122C	YLR427W	1
YGL122C	YLR455W	1
YGL122C	YML006C	1
YGL122C	YML009C	1
YGL122C	YML015C	1
YGL122C	YML021C	1
YGL122C	YML032C	1
YGL122C	YML034W	1
YGL122C	YML053C	1
YGL122C	YML055W	1
YGL122C	YML072C	1
YGL122C	YML117W	1
YGL122C	YMR003W	1
YGL122C	YMR005W	1
YGL122C	YMR009W	1
YGL122C	YMR014W	1
YGL122C	YMR025W	1
YGL122C	YMR026C	1
YGL122C	YMR029C	1
YGL122C	YMR033W	1
YGL122C	YMR036C	1
YGL122C	YMR037C	1
YGL122C	YMR064W	1
YGL122C	YMR067C	1
YGL122C	YMR073C	1
YGL122C	YMR077C	1
YGL122C	YMR081C	1
YGL122C	YMR086W	1
YGL122C	YMR103C	1
YGL122C	YMR104C	1
YGL122C	YMR115W	1
YGL122C	YMR122W-A	1
YGL122C	YMR134W	1
YGL122C	YMR184W	1
YGL122C	YMR188C	1
YGL122C	YMR193W	1
YGL122C	YMR200W	1
YGL122C	YMR204C	1
YGL122C	YMR213W	1
YGL122C	YMR233W	1
YGL122C	YMR239C	1
YGL122C	YMR251W-A	1
YGL122C	YMR255W	1
YGL122C	YMR260C	1
YGL122C	YMR263W	1
YGL122C	YMR270C	1
YGL122C	YMR273C	1
YGL122C	YMR278W	1
YGL122C	YMR299C	1
YGL122C	YMR311C	1
YGL122C	YMR316W	1
YGL122C	YMR321C	1
YGL122C	YNL006W	1
YGL122C	YNL036W	1
YGL122C	YNL050C	1
YGL122C	YNL087W	1
YGL122C	YNL088W	1
YGL122C	YNL091W	1
YGL122C	YNL096C	1
YGL122C	YNL097C	1
YGL122C	YNL098C	1
YGL122C	YNL099C	1
YGL122C	YNL103W	1
YGL122C	YNL107W	1
YGL122C	YNL113W	1
YGL122C	YNL118C	1
YGL122C	YNL119W	1
YGL122C	YNL133C	1
YGL122C	YNL134C	1
YGL122C	YNL139C	1
YGL122C	YNL155W	1
YGL122C	YNL166C	1
YGL122C	YNL167C	1
YGL122C	YNL173C	1
YGL122C	YNL175C	1
YGL122C	YNL180C	1
YGL122C	YNL186W	1
YGL122C	YNL188W	1
YGL122C	YNL229C	1
YGL122C	YNL231C	1
YGL122C	YNL234W	1
YGL122C	YNL271C	1
YGL122C	YNL272C	1
YGL122C	YNL282W	1
YGL122C	YNL286W	1
YGL122C	YNL314W	1
YGL122C	YNL328C	1
YGL122C	YNR006W	1
YGL122C	YNR027W	1
YGL122C	YNR037C	1
YGL122C	YNR051C	1
YGL122C	YNR054C	1
YGL122C	YOL004W	1
YGL122C	YOL006C	1
YGL122C	YOL011W	1
YGL122C	YOL013C	1
YGL122C	YOL014W	1
YGL122C	YOL028C	1
YGL122C	YOL029C	1
YGL122C	YOL036W	1
YGL122C	YOL038W	1
YGL122C	YOL041C	1
YGL122C	YOL067C	1
YGL122C	YOL068C	1
YGL122C	YOL077W-A	1
YGL122C	YOL080C	1
YGL122C	YOL082W	1
YGL122C	YOL093W	1
YGL122C	YOL103W	1
YGL122C	YOL109W	1
YGL122C	YOL135C	1
YGL122C	YOL145C	1
YGL122C	YOL148C	1
